A股代码,证券简称,上市日期
300052,中青宝,20100211
300053,航宇微,20100211
300054,鼎龙股份,20100211
300055,万邦达,20100226
300056,中创环保,20100226
300057,万顺新材,20100226
300058,蓝色光标,20100226
300059,东方财富,20100319
300061,旗天科技,20100319
300062,中能电气,20100319
300063,天龙集团,20100326
300065,海兰信,20100326
300066,三川智慧,20100326
300067,安诺其,20100421
300068,南都电源,20100421
300069,金利华电,20100421
300070,碧水源,20100421
300071,福石控股,20100421
300072,海新能科,20100427
300073,当升科技,20100427
300074,华平股份,20100427
300075,数字政通,20100427
300076,GQY视讯,20100430
300077,国民技术,20100430
300078,思创医惠,20100430
300079,数码视讯,20100430
300080,易成新能,20100625
300081,恒信东方,20100520
300082,奥克股份,20100520
300083,创世纪,20100520
300084,海默科技,20100520
300085,银之杰,20100526
300086,康芝药业,20100526
300087,荃银高科,20100526
300088,长信科技,20100526
300091,金通灵,20100625
300092,科新机电,20100708
300093,金刚光伏,20100708
300094,国联水产,20100708
300095,华伍股份,20100728
300096,ST易联众,20100728
300097,智云股份,20100728
300098,高新兴,20100728
300099,尤洛卡,20100806
300100,双林股份,20100806
300101,振芯科技,20100806
300102,乾照光电,20100812
300103,达刚控股,20100812
300105,龙源技术,20100820
300106,西部牧业,20100820
300107,建新股份,20100820
300108,星ST吉药,20100825
300109,新开源,20100825
300110,华仁药业,20100825
300111,向日葵,20100827
300112,万讯自控,20100827
300113,顺网科技,20100827
300114,中航电测,20100827
300115,长盈精密,20100902
300116,星ST保力,20100902
300117,星ST嘉寓,20100902
300118,东方日升,20100902
300119,瑞普生物,20100917
300120,经纬辉开,20100917
300121,阳谷华泰,20100917
300122,智飞生物,20100928
300123,亚光科技,20100928
300124,汇川技术,20100928
300125,ST聆达,20101013
300126,锐奇股份,20101013
300127,银河磁体,20101013
300128,锦富技术,20101013
300129,泰胜风能,20101019
300130,新国都,20101019
300131,英唐智控,20101019
300132,青松股份,20101026
300133,华策影视,20101026
300134,大富科技,20101026
300135,宝利国际,20101026
300136,信维通信,20101105
300137,先河环保,20101105
300138,晨光生物,20101105
300139,晓程科技,20101112
300140,节能环境,20101112
300141,和顺电气,20101112
300142,沃森生物,20101112
300143,盈康生命,20101209
300144,宋城演艺,20101209
300145,中金环境,20101209
300146,汤臣倍健,20101215
300147,香雪制药,20101215
300148,天舟文化,20101215
300149,睿智医药,20101222
300150,世纪瑞尔,20101222
300151,昌红科技,20101222
300152,新动力,20101229
300153,科泰电源,20101229
300154,瑞凌股份,20101229
300155,安居宝,20110107
300157,新锦动力,20110107
300158,振东制药,20110107
300159,新研股份,20110107
300160,秀强股份,20110113
300161,华中数控,20110113
300162,雷曼光电,20110113
300163,ST先锋,20110113
300164,通源石油,20110113
300165,天瑞仪器,20110125
300166,东方国信,20110125
300167,星ST迪威,20110125
300168,万达信息,20110125
300169,天晟新材,20110125
300170,汉得信息,20110201
300171,东富龙,20110201
300172,中电环保,20110201
300173,福能东方,20110201
300174,元力股份,20110201
300175,朗源股份,20110215
300176,派生科技,20110215
300177,中海达,20110215
300179,四方达,20110215
300180,华峰超纤,20110222
300181,佐力药业,20110222
300182,捷成股份,20110222
300183,东软载波,20110222
300184,力源信息,20110222
300185,通裕重工,20110308
300187,永清环保,20110308
300188,国投智能,20110316
300189,神农科技,20110316
300190,维尔利,20110316
300191,潜能恒信,20110316
300192,科德教育,20110322
300193,佳士科技,20110322
300194,福安药业,20110322
300195,长荣股份,20110329
300196,长海股份,20110329
300197,节能铁汉,20110329
300198,纳川股份,20110407
300199,翰宇药业,20110407
300200,高盟新材,20110407
300201,海伦哲,20110407
300203,聚光科技,20110415
300204,舒泰神,20110415
300205,ST天喻,20110421
300206,理邦仪器,20110421
300207,欣旺达,20110421
300208,星ST中程,20110426
300209,星ST有树,20110426
300210,森远股份,20110426
300211,亿通科技,20110505
300212,易华录,20110505
300213,佳讯飞鸿,20110505
300214,日科化学,20110511
300215,电科院,20110511
300217,东方电热,20110518
300218,安利股份,20110518
300219,鸿利智汇,20110518
300220,ST金运,20110525
300221,银禧科技,20110525
300222,科大智能,20110525
300223,北京君正,20110531
300224,正海磁材,20110531
300225,金力泰,20110531
300226,上海钢联,20110608
300227,光韵达,20110608
300228,富瑞特装,20110608
300229,拓尔思,20110615
300230,永利股份,20110615
300231,银信科技,20110615
300232,洲明科技,20110622
300233,金城医药,20110622
300234,开尔新材,20110622
300235,方直科技,20110629
300236,上海新阳,20110629
300237,美晨生态,20110629
300238,冠昊生物,20110706
300239,东宝生物,20110706
300240,飞力达,20110706
300241,瑞丰光电,20110712
300242,佳云科技,20110712
300243,瑞丰高材,20110712
300244,迪安诊断,20110719
300245,天玑科技,20110719
300246,宝莱特,20110719
300247,融捷健康,20110729
300248,新开普,20110729
300249,依米康,20110803
300250,初灵信息,20110803
300251,光线传媒,20110803
300252,金信诺,20110818
300253,卫宁健康,20110818
300254,仟源医药,20110819
300255,常山药业,20110819
300256,星星科技,20110819
300257,开山股份,20110819
300258,精锻科技,20110826
300259,新天科技,20110831
300260,新莱应材,20110906
300261,雅本化学,20110906
300262,星ST巴安,20110916
300263,隆华科技,20110916
300264,佳创视讯,20110916
300265,通光线缆,20110916
300266,兴源环境,20110927
300267,尔康制药,20110927
300268,星ST佳沃,20110927
300269,联建光电,20111012
300270,中威电子,20111012
300271,华宇软件,20111026
300272,开能健康,20111102
300274,阳光电源,20111102
300275,梅安森,20111102
300276,三丰智能,20111115
300277,海联讯,20111123
300278,华昌达,20111216
300279,和晶科技,20111229
300280,紫天科技,20111229
300281,金明精机,20111229
300282,星ST三盛,20111229
300283,温州宏丰,20120110
300284,苏交科,20120110
300285,国瓷材料,20120113
300286,安科瑞,20120113
300287,飞利信,20120201
300288,朗玛信息,20120216
300289,利德曼,20120216
300290,荣科科技,20120216
300291,百纳千成,20120209
300292,吴通控股,20120229
300293,蓝英装备,20120308
300294,博雅生物,20120308
300295,三六五网,20120315
300296,利亚德,20120315
300298,三诺生物,20120319
300299,富春股份,20120319
300300,海峡创新,20120319
300301,星ST长方,20120321
300302,同有科技,20120321
300303,聚飞光电,20120319
300304,云意电气,20120321
300305,裕兴股份,20120329
300306,远方信息,20120329
300307,慈星股份,20120329
300308,中际旭创,20120410
300310,宜通世纪,20120425
300311,任子行,20120425
300313,星ST天山,20120425
300314,戴维医疗,20120508
300315,掌趣科技,20120511
300316,晶盛机电,20120511
300317,珈伟新能,20120511
300318,博晖创新,20120523
300319,麦捷科技,20120523
300320,海达股份,20120601
300321,同大股份,20120523
300322,硕贝德,20120608
300323,华灿光电,20120601
300324,旋极信息,20120608
300326,凯利泰,20120613
300327,中颖电子,20120613
300328,宜安科技,20120619
300329,海伦钢琴,20120619
300331,苏大维格,20120628
300332,天壕能源,20120628
300333,兆日科技,20120628
300334,津膜科技,20120705
300335,迪森股份,20120710
300337,银邦股份,20120718
300338,星ST开元,20120726
300339,润和软件,20120718
300340,科恒股份,20120726
300341,麦克奥迪,20120726
300342,天银机电,20120726
300343,联创股份,20120801
300344,立方数科,20120801
300345,华民股份,20120801
300346,南大光电,20120807
300347,泰格医药,20120817
300348,长亮科技,20120817
300349,金卡智能,20120817
300350,华鹏飞,20120821
300351,永贵电器,20120920
300352,北信源,20120912
300353,东土科技,20120927
300354,东华测试,20120920
300355,蒙草生态,20120927
300357,我武生物,20140121
300358,楚天科技,20140121
300359,全通教育,20140121
300360,炬华科技,20140121
300363,博腾股份,20140129
300364,中文在线,20150121
300365,恒华科技,20140123
300366,创意信息,20140127
300368,汇金股份,20140123
300369,绿盟科技,20140129
300370,安控科技,20140123
300371,汇中股份,20140123
300373,扬杰科技,20140123
300374,中铁装配,20150319
300375,鹏翎股份,20140127
300376,易事特,20140127
300377,赢时胜,20140127
300378,鼎捷软件,20140127
300379,东方通,20140128
300380,安硕信息,20140128
300381,溢多利,20140128
300382,斯莱克,20140129
300383,光环新网,20140129
300384,三联虹普,20140801
300385,雪浪环境,20140626
300386,飞天诚信,20140626
300387,富邦股份,20140702
300388,节能国祯,20140801
300389,艾比森,20140801
300390,天华新能,20140731
300391,长药控股,20140801
300393,中来股份,20140912
300394,天孚通信,20150217
300395,菲利华,20140910
300396,迪瑞医疗,20140910
300397,天和防务,20140910
300398,飞凯材料,20141009
300399,天利科技,20141009
300400,劲拓股份,20141010
300401,花园生物,20141009
300402,宝色股份,20141010
300403,汉宇集团,20141030
300404,博济医药,20150424
300405,科隆股份,20141030
300406,九强生物,20141030
300407,凯发电气,20141203
300408,三环集团,20141203
300409,道氏技术,20141203
300410,正业科技,20141231
300411,金盾股份,20141231
300412,迦南科技,20141231
300413,芒果超媒,20150121
300414,中光防雷,20150513
300415,伊之密,20150123
300416,苏试试验,20150122
300417,南华仪器,20150123
300418,昆仑万维,20150121
300419,浩丰科技,20150122
300420,五洋自控,20150217
300421,力星股份,20150217
300422,博世科,20150217
300423,昇辉科技,20150217
300424,航新科技,20150422
300425,中建环能,20150216
300426,唐德影视,20150217
300427,星ST红相,20150217
300428,立中集团,20150319
300429,强力新材,20150324
300430,诚益通,20150319
300432,富临精工,20150319
300433,蓝思科技,20150318
300434,金石亚药,20150424
300435,中泰股份,20150326
300436,广生堂,20150422
300437,清水源,20150423
300438,鹏辉能源,20150424
300439,美康生物,20150422
300440,运达科技,20150423
300441,鲍斯股份,20150423
300442,润泽科技,20150424
300443,金雷股份,20150422
300444,双杰电气,20150423
300445,康斯特,20150424
300446,航天智造,20150423
300447,全信股份,20150422
300448,浩云科技,20150424
300449,汉邦高科,20150422
300450,先导智能,20150518
300451,创业慧康,20150514
300452,山河药辅,20150515
300453,三鑫医疗,20150515
300454,深信服,20180516
300455,航天智装,20150515
300456,赛微电子,20150514
300457,赢合科技,20150514
300458,全志科技,20150515
300459,汤姆猫,20150515
300460,惠伦晶体,20150515
300461,田中精机,20150519
300462,华铭智能,20150527
300463,迈克生物,20150528
300464,星徽股份,20150610
300465,高伟达,20150528
300466,赛摩智能,20150528
300467,迅游科技,20150527
300468,四方精创,20150527
300469,信息发展,20150611
300470,中密控股,20150612
300471,厚普股份,20150611
300472,新元科技,20150611
300473,德尔股份,20150612
300474,景嘉微,20160331
300475,香农芯创,20150610
300476,胜宏科技,20150611
300477,合纵科技,20150610
300478,杭州高新,20150610
300479,神思电子,20150612
300480,光力科技,20150702
300481,濮阳惠成,20150630
300482,万孚生物,20150630
300483,首华燃气,20150630
300484,蓝海华腾,20160322
300485,赛升药业,20150626
300486,东杰智能,20150630
300487,蓝晓科技,20150702
300488,恒锋工具,20150701
300489,光智科技,20150701
300490,华自科技,20151231
300491,通合科技,20151231
300492,华图山鼎,20151223
300493,润欣科技,20151210
300494,盛天网络,20151231
300495,星ST美尚,20151222
300496,中科创达,20151210
300497,富祥药业,20151222
300498,温氏股份,20151102
300499,高澜股份,20160202
300500,启迪设计,20160204
300501,海顺新材,20160204
300502,新易盛,20160303
300503,昊志机电,20160309
300504,天邑股份,20180330
300505,川金诺,20160315
300506,星ST名家,20160324
300507,苏奥传感,20160429
300508,维宏股份,20160419
300509,新美星,20160425
300510,金冠股份,20160506
300511,雪榕生物,20160504
300512,中亚股份,20160526
300513,恒实科技,20160530
300514,友讯达,20170426
300515,三德科技,20160608
300516,久之洋,20160602
300517,海波重科,20160719
300518,新迅达,20160624
300519,新光药业,20160624
300520,科大国创,20160708
300521,爱司凯,20160705
300522,世名科技,20160705
300523,辰安科技,20160726
300525,博思软件,20160726
300527,中船应急,20160805
300528,幸福蓝海,20160808
300529,健帆生物,20160802
300530,领湃科技,20160809
300531,优博讯,20160809
300532,今天国际,20160818
300533,冰川网络,20160818
300534,陇神戎发,20160913
300535,达威股份,20160812
300536,星ST农尚,20160920
300537,广信材料,20160830
300538,同益股份,20160826
300539,横河精密,20160830
300540,蜀道装备,20160823
300541,先进数通,20160913
300542,新晨科技,20160920
300543,朗科智能,20160908
300545,联得装备,20160928
300546,雄帝科技,20160928
300547,川环科技,20160930
300548,博创科技,20161012
300549,优德精密,20160930
300550,和仁科技,20161018
300551,古鳌科技,20161018
300552,万集科技,20161021
300553,集智股份,20161021
300554,三超新材,20170421
300555,ST路通,20161018
300556,丝路视觉,20161104
300557,理工光科,20161101
300558,贝达药业,20161107
300559,佳发教育,20161101
300560,中富通,20161101
300561,汇金科技,20161117
300562,乐心医疗,20161116
300563,神宇股份,20161114
300564,筑博设计,20191108
300565,科信技术,20161122
300566,激智科技,20161115
300567,精测电子,20161122
300568,星源材质,20161201
300569,天能重工,20161125
300570,太辰光,20161206
300571,平治信息,20161213
300572,安车检测,20161206
300573,兴齐眼药,20161208
300575,中旗股份,20161220
300576,容大感光,20161220
300577,开润股份,20161221
300578,会畅通讯,20170125
300579,数字认证,20161223
300580,贝斯特,20170111
300581,晨曦航空,20161220
300582,英飞特,20161228
300583,赛托生物,20170106
300584,海辰药业,20170112
300585,奥联电子,20161229
300586,美联新材,20170104
300587,天铁股份,20170105
300588,熙菱信息,20170105
300589,江龙船艇,20170113
300590,移为通信,20170111
300591,万里马,20170110
300592,华凯易佰,20170120
300593,新雷能,20170113
300594,朗进科技,20190621
300595,欧普康视,20170117
300596,利安隆,20170119
300597,吉大通信,20170123
300598,诚迈科技,20170120
300599,雄塑科技,20170123
300600,国瑞科技,20170125
300601,康泰生物,20170207
300602,飞荣达,20170126
300603,立昂技术,20170126
300604,长川科技,20170417
300605,恒锋信息,20170208
300606,金太阳,20170208
300607,拓斯达,20170209
300608,思特奇,20170213
300609,汇纳科技,20170215
300610,晨化股份,20170213
300611,美力科技,20170220
300612,宣亚国际,20170215
300613,富瀚微,20170220
300614,百川畅银,20210525
300615,欣天科技,20170215
300616,尚品宅配,20170307
300617,安靠智电,20170228
300618,寒锐钴业,20170306
300619,金银河,20170301
300620,光库科技,20170310
300621,维业股份,20170316
300622,博士眼镜,20170315
300623,捷捷微电,20170314
300624,万兴科技,20180118
300625,三雄极光,20170317
300626,华瑞股份,20170320
300627,华测导航,20170321
300628,亿联网络,20170317
300629,新劲刚,20170324
300630,普利制药,20170328
300631,久吾高科,20170323
300632,光莆股份,20170406
300633,开立医疗,20170406
300634,彩讯股份,20180323
300635,中达安,20170331
300636,同和药业,20170331
300637,扬帆新材,20170412
300638,广和通,20170413
300639,凯普生物,20170412
300640,德艺文创,20170417
300641,正丹股份,20170418
300642,透景生命,20170421
300643,万通智控,20170505
300644,南京聚隆,20180206
300645,正元智慧,20170421
300647,超频三,20170503
300648,星云股份,20170425
300649,杭州园林,20170505
300650,太龙股份,20170503
300651,金陵体育,20170509
300652,雷迪克,20170516
300653,正海生物,20170516
300654,世纪天鸿,20170926
300655,晶瑞电材,20170523
300656,民德电子,20170519
300657,弘信电子,20170523
300658,延江股份,20170602
300659,中孚信息,20170526
300660,江苏雷利,20170602
300661,圣邦股份,20170606
300662,科锐国际,20170608
300663,科蓝软件,20170608
300664,鹏鹞环保,20180105
300665,飞鹿股份,20170613
300666,江丰电子,20170615
300667,必创科技,20170619
300668,杰恩设计,20170619
300669,沪宁股份,20170629
300670,大烨智能,20170703
300671,富满微,20170705
300672,国科微,20170712
300673,佩蒂股份,20170711
300674,宇信科技,20181107
300675,建科院,20170719
300676,华大基因,20170714
300677,英科医疗,20170721
300678,中科信息,20170728
300679,电连技术,20170731
300680,隆盛科技,20170725
300681,英搏尔,20170725
300682,朗新集团,20170801
300683,海特生物,20170808
300684,中石科技,20171227
300685,艾德生物,20170802
300686,智动力,20170804
300687,赛意信息,20170803
300688,创业黑马,20170810
300689,澄天伟业,20170809
300690,双一科技,20170808
300691,联合光电,20170811
300692,中环环保,20170821
300693,盛弘股份,20170822
300694,蠡湖股份,20181015
300695,兆丰股份,20170908
300696,爱乐达,20170822
300697,电工合金,20170907
300698,万马科技,20170831
300699,光威复材,20170901
300700,岱勒新材,20170912
300701,森霸传感,20170915
300702,天宇股份,20170919
300703,创源股份,20170919
300705,九典制药,20171010
300706,阿石创,20170926
300707,威唐工业,20171010
300708,聚灿光电,20171016
300709,精研科技,20171019
300710,万隆光电,20171019
300711,广哈通信,20171101
300712,永福股份,20171031
300713,英可瑞,20171101
300715,凯伦股份,20171026
300716,泉为科技,20171109
300717,华信新材,20171106
300718,长盛轴承,20171106
300719,安达维尔,20171109
300720,海川智能,20171106
300721,怡达股份,20171115
300722,新余国科,20171110
300723,一品红,20171116
300724,捷佳伟创,20180810
300725,药石科技,20171110
300726,宏达电子,20171121
300727,润禾材料,20171127
300729,乐歌股份,20171201
300730,科创信息,20171205
300731,科创新源,20171208
300732,设研院,20171212
300733,西菱动力,20180116
300735,光弘科技,20171229
300736,百邦科技,20180109
300737,科顺股份,20180125
300738,奥飞数据,20180119
300739,明阳电路,20180201
300740,水羊股份,20180208
300741,华宝股份,20180301
300742,星ST越博,20180508
300743,天地数码,20180427
300745,欣锐科技,20180523
300746,汉嘉设计,20180525
300747,锐科激光,20180625
300748,金力永磁,20180921
300749,顶固集创,20180925
300750,宁德时代,20180611
300751,迈为股份,20181109
300752,隆利科技,20181130
300753,爱朋医疗,20181213
300755,华致酒行,20190129
300756,金马游乐,20181228
300757,罗博特科,20190108
300758,七彩化学,20190222
300759,康龙化成,20190128
300760,迈瑞医疗,20181016
300761,立华股份,20190218
300762,上海瀚讯,20190314
300763,锦浪科技,20190319
300765,新诺威,20190322
300766,每日互动,20190325
300767,震安科技,20190329
300768,迪普科技,20190412
300769,德方纳米,20190415
300770,新媒股份,20190419
300771,智莱科技,20190422
300772,运达股份,20190426
300773,拉卡拉,20190425
300774,倍杰特,20210804
300775,三角防务,20190521
300776,帝尔激光,20190517
300777,中简科技,20190516
300778,新城市,20190510
300779,惠城环保,20190522
300780,德恩精工,20190531
300781,因赛集团,20190606
300782,卓胜微,20190618
300783,三只松鼠,20190712
300785,值得买,20190715
300786,国林科技,20190723
300787,海能实业,20190815
300788,中信出版,20190705
300789,唐源电气,20190828
300790,宇瞳光学,20190920
300791,仙乐健康,20190925
300792,壹网壹创,20190927
300793,佳禾智能,20191018
300795,米奥会展,20191022
300796,贝斯美,20191115
300797,钢研纳克,20191101
300798,锦鸡股份,20191122
300799,星ST左江,20191029
300800,力合科技,20191106
300801,泰和科技,20191128
300802,矩子科技,20191114
300803,指南针,20191118
300804,广康生化,20230627
300805,电声股份,20191121
300806,斯迪克,20191125
300807,天迈科技,20191219
300808,久量股份,20191129
300809,华辰装备,20191204
300810,中科海讯,20191206
300811,铂科新材,20191230
300812,易天股份,20200109
300813,泰林生物,20200114
300814,中富电路,20210812
300815,玉禾田,20200123
300816,艾可蓝,20200210
300817,双飞集团,20200218
300818,耐普矿机,20200212
300819,聚杰微纤,20200312
300820,英杰电气,20200213
300821,东岳硅材,20200312
300822,贝仕达克,20200313
300823,建科机械,20200319
300824,北鼎股份,20200619
300825,阿尔特,20200327
300826,测绘股份,20200403
300827,上能电气,20200410
300828,锐新科技,20200421
300829,金丹科技,20200422
300830,金现代,20200506
300831,派瑞股份,20200507
300832,新产业,20200512
300833,浩洋股份,20200520
300834,星辉环材,20220113
300835,龙磁科技,20200525
300836,佰奥智能,20200528
300837,浙矿股份,20200605
300838,浙江力诺,20200608
300839,博汇股份,20200630
300840,酷特智能,20200708
300841,康华生物,20200616
300842,帝科股份,20200618
300843,胜蓝股份,20200702
300844,山水比德,20210813
300845,捷安高科,20200703
300846,首都在线,20200701
300847,中船汉光,20200709
300848,美瑞新材,20200720
300849,锦盛新材,20200710
300850,新强联,20200713
300851,交大思诺,20200717
300852,四会富仕,20200713
300853,申昊科技,20200724
300854,中兰环保,20210916
300855,图南股份,20200723
300856,科思股份,20200722
300857,协创数据,20200727
300858,科拓生物,20200727
300859,星ST西域,20200806
300860,锋尚文化,20200824
300861,美畅股份,20200824
300862,蓝盾光电,20200824
300863,卡倍亿,20200824
300864,南大环境,20200824
300865,大宏立,20200824
300866,安克创新,20200824
300867,圣元环保,20200824
300868,杰美特,20200824
300869,康泰医学,20200824
300870,欧陆通,20200824
300871,回盛生物,20200824
300872,天阳科技,20200824
300873,海晨股份,20200824
300875,捷强装备,20200824
300876,蒙泰高新,20200824
300877,金春股份,20200824
300878,维康药业,20200824
300879,大叶股份,20200901
300880,迦南智能,20200901
300881,盛德鑫泰,20200901
300882,万胜智能,20200910
300883,龙利得,20200910
300884,狄耐克,20201112
300885,海昌新材,20200910
300886,华业香料,20200916
300887,谱尼测试,20200916
300888,稳健医疗,20200917
300889,爱克股份,20200916
300890,翔丰华,20200917
300891,惠云钛业,20200917
300892,品渥食品,20200924
300893,松原股份,20200924
300894,火星人,20201231
300895,铜牛信息,20200924
300896,爱美客,20200928
300897,山科智能,20200928
300898,熊猫乳品,20201016
300899,上海凯鑫,20201016
300900,广联航空,20201029
300901,中胤时尚,20201029
300902,国安达,20201029
300903,科翔股份,20201105
300904,威力传动,20230809
300905,宝丽迪,20201105
300906,日月明,20201105
300907,康平科技,20201118
300908,仲景食品,20201123
300909,汇创达,20201118
300910,瑞丰新材,20201127
300911,亿田智能,20201203
300912,凯龙高科,20201207
300913,兆龙互连,20201207
300915,海融科技,20201202
300916,朗特智能,20201202
300917,特发服务,20201221
300918,南山智尚,20201222
300919,中伟股份,20201223
300920,润阳科技,20201225
300921,南凌科技,20201222
300922,天秦装备,20201225
300923,研奥股份,20201224
300925,法本信息,20201230
300926,博俊科技,20210107
300927,江天化学,20210107
300928,华安鑫创,20210106
300929,华骐环保,20210120
300930,屹通新材,20210121
300931,通用电梯,20210121
300932,三友联众,20210122
300933,中辰股份,20210122
300935,盈建科,20210120
300936,中英科技,20210126
300937,药易购,20210127
300938,信测标准,20210127
300939,秋田微,20210128
300940,南极光,20210203
300941,创识科技,20210209
300942,易瑞生物,20210209
300943,春晖智控,20210210
300945,曼卡龙,20210210
300946,恒而达,20210208
300947,德必集团,20210210
300948,冠中生态,20210225
300949,奥雅股份,20210226
300950,德固特,20210303
300951,博硕科技,20210226
300952,恒辉安防,20210311
300953,震裕科技,20210318
300955,嘉亨家化,20210324
300956,英力股份,20210326
300957,贝泰妮,20210325
300958,建工修复,20210329
300959,线上线下,20210322
300960,通业科技,20210329
300961,深水海纳,20210330
300962,中金辐照,20210409
300963,中洲特材,20210409
300964,本川智能,20210805
300965,星ST恒宇,20210402
300966,共同药业,20210409
300967,晓鸣股份,20210413
300968,格林精密,20210415
300969,恒帅股份,20210412
300970,华绿生物,20210412
300971,博亚精工,20210415
300972,万辰集团,20210419
300973,立高食品,20210415
300975,商络电子,20210421
300976,达瑞电子,20210419
300977,深圳瑞捷,20210420
300978,东箭科技,20210426
300979,华利集团,20210426
300980,祥源新材,20210421
300981,中红医疗,20210427
300982,苏文电能,20210427
300983,尤安设计,20210420
300984,金沃股份,20210618
300985,致远新能,20210429
300986,志特新材,20210430
300987,川网传媒,20210511
300988,津荣天宇,20210512
300989,蕾奥规划,20210507
300990,同飞股份,20210512
300991,创益通,20210520
300992,泰福泵业,20210525
300993,玉马遮阳,20210524
300994,久祺股份,20210812
300995,奇德新材,20210526
300996,普联软件,20210603
300997,欢乐家,20210602
300998,宁波方正,20210602
300999,金龙鱼,20201015
301000,肇民科技,20210528
301001,凯淳股份,20210528
301002,崧盛股份,20210607
301003,江苏博云,20210601
301004,嘉益股份,20210625
301005,超捷股份,20210601
301006,迈拓股份,20210607
301007,德迈仕,20210616
301008,宏昌科技,20210611
301009,可靠股份,20210617
301010,晶雪节能,20210618
301011,华立科技,20210617
301012,扬电科技,20210622
301013,利和兴,20210629
301015,百洋医药,20210630
301016,雷尔伟,20210630
301017,漱玉平民,20210705
301018,申菱环境,20210707
301019,宁波色母,20210628
301020,密封科技,20210706
301021,英诺激光,20210706
301022,海泰科,20210702
301023,江南奕帆,20210707
301024,霍普股份,20210728
301025,读客文化,20210719
301026,浩通科技,20210716
301027,华蓝集团,20210715
301028,东亚机械,20210720
301029,怡合达,20210723
301030,仕净科技,20210722
301031,中熔电气,20210715
301032,新柴股份,20210722
301033,迈普医学,20210726
301035,润丰股份,20210728
301036,双乐股份,20210729
301037,保立佳,20210730
301038,深水规院,20210804
301039,中集车辆,20210708
301040,中环海陆,20210803
301041,金百泽,20210811
301042,安联锐视,20210805
301043,绿岛风,20210811
301045,天禄科技,20210813
301046,能辉科技,20210817
301047,义翘神州,20210816
301048,金鹰重工,20210818
301049,超越科技,20210824
301050,雷电微力,20210824
301051,信濠光电,20210827
301052,果麦文化,20210830
301053,远信工业,20210901
301055,张小泉,20210906
301056,森赫股份,20210907
301057,汇隆新材,20210909
301058,中粮科工,20210909
301059,金三江,20210913
301060,兰卫医学,20210913
301061,匠心家居,20210913
301062,上海艾录,20210914
301063,海锅股份,20210924
301065,本立科技,20210914
301066,万事利,20210922
301067,显盈科技,20210922
301068,大地海洋,20210928
301069,凯盛新材,20210927
301070,开勒股份,20210923
301071,力量钻石,20210924
301072,中捷精工,20210929
301073,君亭酒店,20210930
301075,多瑞医药,20210929
301076,新瀚新材,20211011
301077,星华新材,20210930
301078,孩子王,20211014
301079,邵阳液压,20211019
301080,百普赛斯,20211018
301081,严牌股份,20211020
301082,久盛电气,20211027
301083,百胜智能,20211021
301085,亚康股份,20211018
301086,鸿富瀚,20211020
301087,可孚医疗,20211025
301088,戎美股份,20211028
301089,拓新药业,20211027
301090,华润材料,20211026
301091,深城交,20211029
301092,争光股份,20211102
301093,华兰股份,20211101
301095,广立微,20220805
301096,百诚医药,20211220
301097,天益医疗,20220407
301098,金埔园林,20211112
301099,雅创电子,20211122
301100,风光股份,20211217
301101,明月镜片,20211216
301102,兆讯传媒,20220328
301103,何氏眼科,20220322
301105,鸿铭股份,20221230
301106,骏成科技,20220128
301107,瑜欣电子,20220524
301108,洁雅股份,20211203
301109,军信股份,20220413
301110,青木股份,20220311
301111,粤万年青,20211207
301112,信邦智能,20220629
301113,雅艺科技,20211222
301115,建科股份,20220831
301116,益客食品,20220118
301117,佳缘科技,20220117
301118,恒光股份,20211118
301119,正强股份,20211122
301120,新特电气,20220419
301121,紫建电子,20220808
301122,采纳股份,20220126
301123,奕东电子,20220125
301125,腾亚精工,20220608
301126,达嘉维康,20211207
301127,天源环保,20211230
301128,强瑞技术,20211110
301129,瑞纳智能,20211102
301130,西点药业,20220223
301131,聚赛龙,20220314
301132,满坤科技,20220810
301133,金钟股份,20211126
301135,瑞德智能,20220412
301136,招标股份,20220111
301137,哈焊华通,20220322
301138,华研精机,20211215
301139,元道通信,20220708
301141,中科磁业,20230403
301148,嘉戎技术,20220421
301149,隆华新材,20211110
301150,中一科技,20220421
301151,冠龙节能,20220411
301152,天力锂能,20220829
301153,中科江南,20220518
301155,海力风电,20211124
301156,美农生物,20220617
301157,华塑科技,20230309
301158,德石股份,20220117
301159,三维天地,20220107
301160,翔楼新材,20220606
301161,唯万密封,20220914
301162,国能日新,20220429
301163,宏德股份,20220419
301165,锐捷网络,20221121
301166,优宁维,20211228
301167,建研设计,20211206
301168,通灵股份,20211210
301169,零点有数,20211103
301170,锡南科技,20230627
301171,易点天下,20220819
301172,君逸数码,20230726
301175,中科环保,20220708
301176,逸豪新材,20220928
301177,迪阿股份,20211215
301178,天亿马,20211112
301179,泽宇智能,20211208
301180,万祥科技,20211116
301181,标榜股份,20220221
301182,凯旺科技,20211223
301183,东田微,20220524
301185,鸥玛软件,20211119
301186,超达装备,20211223
301187,欧圣电气,20220422
301188,力诺特玻,20211111
301189,奥尼电子,20211228
301190,善水科技,20211224
301191,菲菱科思,20220526
301192,泰祥股份,20220811
301193,家联科技,20211209
301195,北路智控,20220801
301196,唯科科技,20220111
301197,工大科雅,20220808
301198,喜悦智行,20211202
301199,迈赫股份,20211207
301200,大族数控,20220228
301201,诚达药业,20220120
301202,朗威股份,20230705
301203,国泰环保,20230404
301205,联特科技,20220913
301206,三元生物,20220210
301207,华兰疫苗,20220218
